VNUM	NAME	RANK	TYPE	BATTLE_TYPE	LEVEL	SIZE	AI_FLAG	MOUNT_CAPACITY	RACE_FLAG	IMMUNE_FLAG	EMPIRE	FOLDER	ON_CLICK	ST	DX	HT	IQ	DAMAGE_MIN	DAMAGE_MAX	MAX_HP	REGEN_CYCLE	REGEN_PERCENT	GOLD_MIN	GOLD_MAX	EXP	DEF	ATTACK_SPEED	MOVE_SPEED	AGGRESSIVE_HP_PCT	AGGRESSIVE_SIGHT	ATTACK_RANGE	DROP_ITEM	RESURRECTION_VNUM	ENCHANT_CURSE	ENCHANT_SLOW	ENCHANT_POISON	ENCHANT_STUN	ENCHANT_CRITICAL	ENCHANT_PENETRATE	RESIST_SWORD	RESIST_TWOHAND	RESIST_DAGGER	RESIST_BELL	RESIST_FAN	RESIST_BOW	RESIST_FIRE	RESIST_ELECT	RESIST_MAGIC	RESIST_WIND	RESIST_POISON	DAM_MULTIPLY	SUMMON	DRAIN_SP	MOB_COLOR	POLYMORPH_ITEM	SKILL_LEVEL0	SKILL_VNUM0	SKILL_LEVEL1	SKILL_VNUM1	SKILL_LEVEL2	SKILL_VNUM2	SKILL_LEVEL3	SKILL_VNUM3	SKILL_LEVEL4	SKILL_VNUM4	SP_BERSERK	SP_STONESKIN	SP_GODSPEED	SP_DEATHBLOW	SP_REVIVE
398	소심한 진희	S_KNIGHT	MONSTER	MAGIC	31			0	HUMAN	SLOW	0	bkboss	0	42	21	31	10	66	121	2455	20	27	263	394	2450	37	110	150	100	2000	150	30073	0	0	0	0	0	1	1	0	-5	0	0	0	0	0	0	0	30	0	2	0	0	0	70107	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0
401	흑풍단원	PAWN	MONSTER	MELEE	26			0	HUMAN		0	thief1	0	36	18	27	9	62	75	981	3	2	78	117	735	31	110	100	50	2000	150	30032	0	0	0	0	0	0	0	0	-5	0	0	0	0	0	0	0	0	0	0.9	0	0	0	70104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
402	흑풍돌격대	PAWN	MONSTER	MELEE	27			0	HUMAN		0	thief2	0	37	19	28	9	70	100	1027	5	7	80	121	763	32	90	150	50	2000	150	30074	0	0	0	0	0	0	0	0	-5	0	0	0	0	0	0	0	0	0	0.9	0	0	0	70104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
403	흑풍궁수	PAWN	MONSTER	RANGE	29			0	HUMAN		0	thief3	0	30	39	10	10	67	82	716	3	2	85	128	819	34	70	150	50	2000	850	0	0	0	0	0	0	5	0	0	-5	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
404	흑풍장수 작도	S_PAWN	MONSTER	POWER	30			0	HUMAN		0	thiefboss1	0	30	20	45	10	65	110	1129	5	7	136	204	1016	35	110	100	50	2000	150	30021	0	0	0	0	0	0	0	0	-5	0	0	0	0	0	0	0	0	0	1.26	0	0	0	70105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
405	흑풍장수 도수	S_PAWN	MONSTER	MELEE	33			0	HUMAN		0	thiefboss2	0	33	22	33	11	57	105	1300	3	2	148	222	1117	39	130	150	50	2000	150	30005	0	0	0	0	0	0	0	0	-5	0	0	0	0	0	0	0	0	0	1.26	0	0	0	70105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
406	흑풍장수 구령	S_PAWN	MONSTER	MELEE	35			0	HUMAN		0	thiefboss3	0	35	23	42	12	59	110	1389	5	7	156	234	1184	41	110	100	50	2000	150	30030	0	0	0	0	0	0	0	0	-5	0	0	0	0	0	0	0	0	0	1.26	0	0	0	70105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
431	흑풍단원 두봉	KNIGHT	MONSTER	MELEE	31			0	HUMAN	SLOW	0	thief1	0	37	25	49	12	55	101	1571	10	9	528	792	1750	37	110	100	100	2000	150	0	0	0	0	0	5	15	15	0	-5	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0
432	흑풍돌격대 상두	KNIGHT	MONSTER	MELEE	33			0	HUMAN	SLOW	0	thief2	0	37	49	25	12	73	89	1733	10	9	560	840	1862	39	110	150	100	2000	150	0	0	0	0	5	0	15	15	0	-5	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0
433	흑풍궁수 관규	KNIGHT	MONSTER	RANGE	35			0	HUMAN	SLOW	0	thief3	0	38	25	50	13	59	110	1852	10	9	592	888	1974	41	70	120	100	2000	850	0	0	0	0	5	5	15	15	0	-5	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0
434	흑풍장수 세민	S_KNIGHT	MONSTER	MELEE	36			0	HUMAN	SLOW	0	thiefboss1	0	38	50	25	13	78	95	3010	5	9	608	912	4060	42	110	120	100	2000	150	0	0	0	0	5	0	15	15	0	-5	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0
435	흑풍장수 민호	S_KNIGHT	MONSTER	MELEE	38			0	HUMAN	SLOW	0	thiefboss2	0	26	39	51	13	63	117	3249	5	9	640	960	4284	44	110	120	100	2000	150	0	0	0	0	0	5	15	15	0	-5	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0
436	흑풍장수 윤석	S_KNIGHT	MONSTER	MELEE	40			0	HUMAN	SLOW	0	thiefboss3	0	51	26	39	13	66	122	3500	5	9	672	1008	4508	46	110	120	100	2000	150	0	0	0	0	5	0	15	15	0	-5	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0
451	비열한 흑풍단원	PAWN	MONSTER	MELEE	26			0	HUMAN		0	thief1	0	36	18	27	9	74	90	785	3	2	78	117	515	31	110	100	50	2000	150	30032	0	0	0	0	0	0	0	0	-5	0	0	0	0	0	0	0	0	0	0.9	0	0	16764108	70104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
452	비열한 흑풍돌격대	PAWN	MONSTER	MELEE	27			0	HUMAN		0	thief2	0	37	19	28	9	84	120	822	5	7	80	121	534	32	90	150	50	2000	150	30074	0	0	0	0	0	0	0	0	-5	0	0	0	0	0	0	0	0	0	0.9	0	0	16764108	70104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
453	비열한 흑풍궁수	PAWN	MONSTER	RANGE	29			0	HUMAN		0	thief3	0	30	39	10	10	80	98	573	3	2	85	128	573	34	70	150	50	2000	850	0	0	0	0	0	0	5	0	0	-5	0	0	0	0	0	0	0	0	0	0.9	0	0	16764108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
454	비열한 흑풍장수 작도	S_PAWN	MONSTER	POWER	30			0	HUMAN		0	thiefboss1	0	30	20	45	10	78	132	903	5	7	136	204	711	35	110	100	50	2000	150	30021	0	0	0	0	0	0	0	0	-5	0	0	0	0	0	0	0	0	0	1.26	0	0	16764108	70105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
455	비열한 흑풍장수 도수	S_PAWN	MONSTER	MELEE	33			0	HUMAN		0	thiefboss2	0	33	22	33	11	68	126	1040	3	2	148	222	782	39	130	150	50	2000	150	30005	0	0	0	0	0	0	0	0	-5	0	0	0	0	0	0	0	0	0	1.26	0	0	16764108	70105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
456	비열한 흑풍장수 구령	S_PAWN	MONSTER	MELEE	35			0	HUMAN		0	thiefboss3	0	35	23	42	12	71	132	1111	5	7	156	234	829	41	110	100	50	2000	150	30030	0	0	0	0	0	0	0	0	-5	0	0	0	0	0	0	0	0	0	1.26	0	0	16764108	70105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
491	맹환	S_KNIGHT	MONSTER	TANKER	32			0	HUMAN	STUN,SLOW,CURSE,TERROR	0	maenghwan	0	42	21	32	11	75	110	2561	10	17	246	369	3612	38	110	130	100	2000	150	0	0	0	0	0	0	5	20	0	-5	0	0	0	0	0	0	0	0	0	1.8	0	0	0	70107	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0
492	보우	S_KNIGHT	MONSTER	MELEE	37			0	HUMAN	STUN,SLOW,CURSE,TERROR	0	bou	0	48	24	36	12	62	115	3128	15	12	282	423	4172	43	110	130	100	2000	150	0	0	0	0	0	0	5	20	0	-5	0	0	0	0	0	0	0	0	0	1.8	0	0	0	70107	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0
493	구패	S_KNIGHT	MONSTER	POWER	39			0	HUMAN	STUN,SLOW,CURSE,TERROR	0	gupae	0	51	25	38	13	65	120	3375	5	7	296	445	4396	45	110	130	100	2000	150	0	0	0	0	0	0	5	20	0	-5	0	0	0	0	0	0	0	0	0	1.8	0	0	0	70107	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0
494	추흔	S_KNIGHT	MONSTER	MELEE	45			0	HUMAN	STUN,SLOW,CURSE,TERROR	0	chuhen	0	57	43	29	14	72	133	4176	20	22	340	510	5068	52	110	150	100	2000	300	0	0	0	0	0	0	5	30	0	-5	0	0	0	0	0	0	0	0	0	1.8	0	0	0	70107	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0
501	오랑캐보병	PAWN	MONSTER	MELEE	29			0	HUMAN	STUN	0	barbarian_infantry	0	20	39	30	10	67	82	900	3	2	85	128	819	34	110	100	50	2000	150	30033	0	0	0	0	0	0	0	0	-5	0	0	0	0	0	0	0	0	0	0.9	0	0	0	70104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
502	오랑캐졸개	PAWN	MONSTER	MELEE	32			0	HUMAN	STUN	0	barbarian_soldier	0	32	21	42	11	71	87	1024	5	7	92	139	903	38	110	100	50	2000	150	30041	0	0	0	0	0	0	0	0	-5	0	0	0	0	0	0	0	0	0	0.9	0	0	0	70104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
503	오랑캐궁수	S_PAWN	MONSTER	RANGE	35			0	HUMAN	STUN	0	barbarian_bow	0	23	46	17	12	68	102	884	3	2	156	234	1184	41	70	100	50	2000	850	30052	0	0	0	0	0	5	0	0	-5	0	0	0	0	0	0	0	0	0	1.26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
504	오랑캐장수	KNIGHT	MONSTER	MELEE	36			0	HUMAN	STUN	0	barbarian_knight	0	47	24	35	12	78	95	1926	5	11	160	240	2030	42	110	100	50	2000	150	30092	0	0	0	0	0	0	0	0	-5	0	0	0	0	0	0	0	0	0	1.62	0	0	0	70106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
531	오랑캐보병 비연	KNIGHT	MONSTER	MELEE	35		AGGR	0	HUMAN	STUN	0	barbarian_infantry	0	41	55	28	14	76	93	1852	10	7	592	888	1974	41	110	100	100	2000	150	30075	0	0	0	0	0	15	15	0	-5	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0
532	오랑캐졸개 강두	KNIGHT	MONSTER	MELEE	37		AGGR	0	HUMAN	STUN	0	barbarian_soldier	0	42	56	28	14	71	106	2002	10	7	624	936	2086	43	110	100	100	2000	150	0	0	0	5	0	0	15	15	0	-5	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0
533	오랑캐궁수 상천	S_KNIGHT	MONSTER	RANGE	40		AGGR	0	HUMAN	STUN	0	barbarian_bow	0	43	57	15	14	75	113	3500	5	7	672	1008	4508	46	70	100	100	2000	850	30075	0	0	0	0	5	15	15	0	-5	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0
534	오랑캐부단장 강천	S_KNIGHT	MONSTER	MELEE	42		AGGR	0	HUMAN	STUN	0	barbarian_knight	0	59	29	44	15	68	126	3762	5	7	704	1056	4732	49	110	100	100	2000	150	0	0	0	0	0	0	15	15	0	-5	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0
551	음흉한 오랑캐보병	PAWN	MONSTER	MELEE	29			0	HUMAN	STUN	0	barbarian_infantry	0	20	39	30	10	80	98	720	3	2	85	128	573	34	110	100	50	2000	150	30033	0	0	0	0	0	0	0	0	-5	0	0	0	0	0	0	0	0	0	0.9	0	0	16764108	70104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
552	음흉한 오랑캐졸개	PAWN	MONSTER	MELEE	32			0	HUMAN	STUN	0	barbarian_soldier	0	32	21	42	11	85	104	819	5	7	92	139	632	38	110	100	50	2000	150	30041	0	0	0	0	0	0	0	0	-5	0	0	0	0	0	0	0	0	0	0.9	0	0	16764108	70104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
553	음흉한 오랑캐궁수	S_PAWN	MONSTER	RANGE	35			0	HUMAN	STUN	0	barbarian_bow	0	23	46	17	12	82	122	707	3	2	156	234	829	41	70	100	50	2000	850	30052	0	0	0	0	0	5	0	0	-5	0	0	0	0	0	0	0	0	0	1.26	0	0	16764108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
554	음흉한 오랑캐장수	KNIGHT	MONSTER	MELEE	36			0	HUMAN	STUN	0	barbarian_knight	0	47	24	35	12	94	114	1541	5	11	160	240	1421	42	110	100	50	2000	150	30092	0	0	0	0	0	0	0	0	-5	0	0	0	0	0	0	0	0	0	1.62	0	0	16764108	70106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
591	비류단대장	BOSS	MONSTER	MELEE	42			0	HUMAN	STUN,SLOW,CURSE,TERROR	0	barbarian_boss	0	40	27	54	13	68	126	15048	10	10	520	780	6760	49	110	100	100	2000	150	30075	0	0	0	0	0	50	15	0	-5	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
595	오랑캐궁수 금철	KNIGHT	MONSTER	RANGE	42			0	HUMAN	STUN,SLOW,CURSE,TERROR	0	barbarian_bow	0	40	27	54	13	68	126	4703	30	30	520	780	6422	49	100	100	100	2000	175	30075	0	0	0	0	0	50	15	0	0	0	0	0	0	0	0	0	0	0	2	0	0	13421823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
601	진웅귀병 둔살라	PAWN	MONSTER	MELEE	26			0	ORC		0	orc_soldier	0	42	28	56	14	91	111	2268	3	2	720	1080	2422	50	110	100	35	2000	150	0	0	0	0	0	5	15	15	0	-5	0	0	0	0	0	0	0	0	0	2	0	0	13421823	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0
602	진웅귀 척후병 사실리	S_PAWN	MONSTER	MELEE	29			0	ORC		0	orc_scouter	0	43	29	57	14	92	113	2348	3	2	736	1104	2478	51	110	100	35	2000	150	0	0	0	0	0	0	15	15	0	-5	0	0	0	0	0	0	0	0	0	2	0	0	13421823	70105	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0
603	진웅귀 투병 무로도	S_PAWN	MONSTER	MELEE	31			0	ORC		0	orc_knight	0	44	29	59	14	94	115	2429	3	2	752	1128	2534	52	110	100	35	2000	150	0	0	0	0	0	5	15	15	0	-5	0	0	0	0	0	0	0	0	0	2	0	0	13421823	70105	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0
604	진웅귀 마병 두오쿠	KNIGHT	MONSTER	MAGIC	33			0	ORC		0	orc_magician	0	45	60	30	15	96	117	2514	3	2	768	1152	2590	53	110	100	35	2000	150	0	0	0	0	0	0	15	15	0	-5	0	0	0	0	0	0	0	0	0	2	0	0	13421823	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0
631	진웅귀병	PAWN	MONSTER	MELEE	34			0	ORC		0	orc_soldier	0	32	21	42	11	44	66	1011	3	2	97	146	959	40	130	150	100	2000	150	30007	0	0	0	0	1	0	0	0	-5	0	0	0	0	0	0	0	0	0	0.9	0	0	0	70104	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0
632	진웅귀 척후병	S_PAWN	MONSTER	MELEE	36			0	ORC		0	orc_scouter	0	28	22	45	11	80	120	1313	5	7	160	240	1218	42	110	150	100	2000	150	30076	0	0	0	0	1	0	0	0	-5	0	0	0	0	0	0	0	0	0	1.26	0	0	0	70105	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0
633	진웅귀 투병	S_PAWN	MONSTER	MELEE	39			0	ORC		0	orc_knight	0	25	48	43	12	80	97	1473	3	2	172	258	1319	45	110	100	100	2000	150	0	0	0	0	0	1	5	0	0	-5	0	0	0	0	0	0	0	0	0	1.26	0	0	0	70105	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0
634	진웅귀 마병	KNIGHT	MONSTER	MAGIC	40			0	ORC		0	orc_magician	0	37	25	50	12	81	99	2036	5	7	240	360	1610	46	110	100	100	2000	150	0	0	0	0	0	1	0	0	0	-5	0	0	0	0	0	0	0	0	0	1.35	0	0	0	70106	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0
635	진웅귀 장군	KNIGHT	MONSTER	MELEE	44			0	ORC		0	orc_general	0	40	53	27	13	86	106	2348	5	7	262	393	1770	51	110	100	100	2000	150	30076	0	0	0	0	1	0	0	0	-5	0	0	0	0	0	0	0	0	0	1.35	0	0	0	70106	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0
636	흑웅귀	S_KNIGHT	MONSTER	MELEE	46			0	ORC		0	orc_black	0	20	28	75	14	54	99	3928	10	12	347	520	3700	53	110	100	100	2000	150	30006	0	0	0	0	1	0	0	0	-5	0	0	0	0	0	0	0	0	0	1.5	0	0	0	70107	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0
637	거대 흑웅귀	S_KNIGHT	MONSTER	MELEE	49			0	ORC		0	orc_bigblack	0	45	30	60	15	75	138	4334	5	7	368	553	3940	56	110	100	100	2000	150	30077	0	0	0	0	1	0	0	0	-5	0	0	0	0	0	0	0	0	0	1.5	0	0	0	70107	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0
651	멍청한 진웅귀병	PAWN	MONSTER	MELEE	34			0	ORC		0	orc_soldier	0	32	21	42	11	53	79	809	3	2	97	146	671	40	130	150	100	2000	150	30007	0	0	0	0	1	0	0	0	-5	0	0	0	0	0	0	0	0	0	0.9	0	0	16764108	70104	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0
652	멍청한 진웅귀 척후병	S_PAWN	MONSTER	MELEE	36			0	ORC		0	orc_scouter	0	28	22	45	11	96	144	1051	5	7	160	240	853	42	110	150	100	2000	150	30076	0	0	0	0	1	0	0	0	-5	0	0	0	0	0	0	0	0	0	1.26	0	0	16764108	70105	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0
653	멍청한 진웅귀 투병	S_PAWN	MONSTER	MELEE	39			0	ORC		0	orc_knight	0	25	48	43	12	96	116	1178	3	2	172	258	923	45	110	100	100	2000	150	0	0	0	0	0	1	5	0	0	-5	0	0	0	0	0	0	0	0	0	1.26	0	0	16764108	70105	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0
654	멍청한 진웅귀 마병	KNIGHT	MONSTER	MAGIC	40			0	ORC		0	orc_magician	0	37	25	50	12	97	119	1629	5	7	240	360	1127	46	110	100	100	2000	150	0	0	0	0	0	1	0	0	0	-5	0	0	0	0	0	0	0	0	0	1.35	0	0	16764108	70106	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0
655	멍청한 진웅귀 장군	KNIGHT	MONSTER	MELEE	44			0	ORC		0	orc_general	0	40	53	27	13	103	127	1878	5	7	262	393	1239	51	110	100	100	2000	150	30076	0	0	0	0	1	0	0	0	-5	0	0	0	0	0	0	0	0	0	1.35	0	0	16764108	70106	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0
656	멍청한 흑웅귀	S_KNIGHT	MONSTER	MELEE	46			0	ORC		0	orc_black	0	20	28	75	14	65	119	3142	10	12	347	520	2590	53	110	100	100	2000	150	30006	0	0	0	0	1	0	0	0	-5	0	0	0	0	0	0	0	0	0	1.5	0	0	16764108	70107	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0
657	멍청한 거대 흑웅귀	S_KNIGHT	MONSTER	MELEE	49			0	ORC		0	orc_bigblack	0	45	30	60	15	90	166	3467	5	7	368	553	2758	56	110	100	100	2000	150	30077	0	0	0	0	1	0	0	0	-5	0	0	0	0	0	0	0	0	0	1.5	0	0	16764108	70107	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0
691	웅귀 족장	BOSS	MONSTER	MELEE	50			0	ORC	STUN,SLOW,CURSE,TERROR	0	orc_lord	0	48	32	63	16	79	146	143232	10	7	24640	36960	19296	57	110	100	100	2000	150	0	0	0	0	0	10	10	10	40	35	40	40	40	40	0	0	60	0	0	2	637	0	0	0	35	256	0	0	0	0	0	0	0	0	35	0	0	0	0
692	진웅귀 족장	BOSS	MONSTER	MELEE	50			0	ORC	STUN,SLOW,CURSE,TERROR	0	orc_lord	0	48	32	63	16	79	146	143232	10	7	24640	36960	19296	57	110	100	100	2000	150	0	0	0	0	0	10	10	10	40	35	40	40	40	40	0	0	60	0	0	2	637	0	0	0	35	256	0	0	0	0	0	0	0	0	35	0	0	0	0
693	웅귀대족장	KING	MONSTER	MELEE	97		AGGR,BERSERK,STONESKIN,DEATHBLOW,REVIVE	0	ORC	STUN,SLOW,CURSE,TERROR	0	orc_lord	0	122	91	61	30	150	278	2568600	30	20	23400	35100	356400	90	150	160	100	2000	350	0	0	0	0	0	0	15	20	30	25	30	30	30	50	100	50	50	50	20	2.28	2414	10	0	0	35	256	0	0	0	0	0	0	0	0	20	20	0	30	40
701	밀교추종자	PAWN	MONSTER	MELEE	35			0	MILGYO		0	milgyo_religionist	0	46	35	23	12	76	93	1052	7	2	115	172	705	41	110	120	70	2000	150	30008	0	0	0	0	0	0	0	0	-5	0	0	0	0	0	0	0	0	0	0.9	0	0	13434828	70104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
702	밀교나한병	S_PAWN	MONSTER	MELEE	38			0	MILGYO		0	milgyo_nahan1	0	50	37	25	12	72	108	1418	7	2	193	289	918	44	110	120	70	2000	150	30078	0	0	0	0	0	0	0	0	-5	0	0	0	0	0	0	0	0	0	1.26	0	0	13434828	70105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
703	밀교나한투병	S_PAWN	MONSTER	MELEE	41			0	MILGYO		0	milgyo_nahan2	0	53	40	27	13	100	115	1584	7	2	207	310	990	47	110	100	70	2000	150	0	0	0	0	0	0	5	0	0	-5	0	0	0	0	0	0	0	0	0	1.26	0	0	13434828	70105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
704	밀교나한장	KNIGHT	MONSTER	TANKER	44			0	MILGYO		0	milgyo_nahan_general	0	50	42	30	14	81	121	2348	12	7	301	452	1770	51	110	120	70	2000	150	30051	0	0	0	0	0	0	0	0	-5	0	0	0	0	0	0	0	0	0	1.35	0	0	13434828	70106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
705	밀교집행병	S_PAWN	MONSTER	POWER	48			0	MILGYO		0	milgyo_executor	0	61	31	46	15	76	141	2014	7	2	239	358	1158	55	110	120	70	2000	150	30079	0	0	0	0	0	0	0	0	-5	0	0	0	0	0	0	0	0	0	1.26	0	0	13434828	70105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
706	밀교강박령	S_KNIGHT	MONSTER	MELEE	49			0	MILGYO		0	milgyo_monster1	0	62	47	31	16	99	121	4334	7	7	368	553	3940	56	110	100	70	2000	150	30047	0	0	0	0	0	0	0	0	-5	0	0	0	0	0	0	0	0	0	1.5	0	0	13434828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
707	밀교소환령	S_KNIGHT	MONSTER	MAGIC	51			0	MILGYO		0	milgyo_monster2	0	65	48	32	16	103	125	4620	7	7	383	574	4100	58	110	100	70	2000	150	30078	0	0	0	0	0	0	0	0	-5	0	0	0	0	0	0	0	0	0	1.5	0	0	13434828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
731	진밀교추종자	PAWN	MONSTER	MELEE	52			0	MILGYO	TERROR	0	milgyo_religionist	0	67	50	34	17	106	130	1906	7	2	168	253	1045	59	110	120	100	2000	150	0	0	0	0	0	0	5	5	0	-5	0	0	0	0	0	0	0	0	0	0.8	0	0	16764159	70104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
732	진밀교나한병	S_PAWN	MONSTER	MELEE	53			0	MILGYO	TERROR	0	milgyo_nahan1	0	68	50	34	17	107	144	2360	7	2	273	410	1278	60	110	120	100	2000	150	0	0	0	0	0	0	5	5	0	-5	0	0	0	0	0	0	0	0	0	1.12	0	0	16764159	70105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
733	진밀교나한투병	S_PAWN	MONSTER	MELEE	54			0	MILGYO	TERROR	0	milgyo_nahan2	0	69	52	35	17	109	134	2433	7	2	278	417	1302	62	110	120	100	2000	150	30079	0	0	0	0	0	5	5	0	-5	0	0	0	0	0	0	0	0	0	1.12	0	0	16764159	70105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
734	진밀교나한장	KNIGHT	MONSTER	TANKER	54			0	MILGYO	TERROR	0	milgyo_nahan_general	0	69	52	35	17	110	146	3244	12	7	382	573	2170	62	110	120	100	2000	150	30079	0	0	0	0	0	5	5	0	-5	0	0	0	0	0	0	0	0	0	1.35	0	0	16764159	70106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
735	진밀교집행병	S_PAWN	MONSTER	POWER	55			0	MILGYO	TERROR	0	milgyo_executor	0	71	53	35	18	112	161	2508	7	2	283	424	1326	63	110	120	100	2000	150	30080	0	0	0	0	0	5	5	0	-5	0	0	0	0	0	0	0	0	0	1.05	0	0	16764159	70105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
736	진밀교강박령	S_KNIGHT	MONSTER	MELEE	56			0	MILGYO	TERROR	0	milgyo_monster1	0	72	54	36	18	113	138	5382	7	7	482	723	4500	64	110	120	100	2000	150	30080	0	0	0	0	0	5	5	0	-5	0	0	0	0	0	0	10	0	0	1.5	0	0	16764159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
737	진밀교소환령	S_KNIGHT	MONSTER	MAGIC	57			0	MILGYO	TERROR	0	milgyo_monster2	0	73	55	37	18	115	140	5542	7	7	490	735	4580	65	110	120	100	2000	150	0	0	0	0	0	0	5	5	0	-5	0	0	0	0	0	0	10	0	0	1.5	0	0	16764159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
751	비열한 밀교추종자	PAWN	MONSTER	MELEE	35			0	MILGYO		0	milgyo_religionist	0	46	35	23	12	91	112	842	7	2	115	172	494	41	110	120	70	2000	150	30008	0	0	0	0	0	0	0	0	-5	0	0	0	0	0	0	0	0	0	0.9	0	0	16764108	70104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
752	비열한 밀교나한병	S_PAWN	MONSTER	MELEE	38			0	MILGYO		0	milgyo_nahan1	0	50	37	25	12	86	130	1134	7	2	193	289	643	44	110	120	70	2000	150	30078	0	0	0	0	0	0	0	0	-5	0	0	0	0	0	0	0	0	0	1.26	0	0	16764108	70105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
753	비열한 밀교나한투병	S_PAWN	MONSTER	MELEE	41			0	MILGYO		0	milgyo_nahan2	0	53	40	27	13	120	138	1267	7	2	207	310	693	47	110	100	70	2000	150	0	0	0	0	0	0	5	0	0	-5	0	0	0	0	0	0	0	0	0	1.26	0	0	16764108	70105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
